"Step","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/return","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/return__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/return__MAX","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/return","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/return__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/return__MAX","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/return","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/return__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/return__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/return","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/return__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/return__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/return","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/return__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/return__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/return","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/return__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/return__MAX"
"1011200","19.68488883972168","19.68488883972168","19.68488883972168","19.52227020263672","19.52227020263672","19.52227020263672","19.302536010742188","19.302536010742188","19.302536010742188","20.65418815612793","20.65418815612793","20.65418815612793","20.44985580444336","20.44985580444336","20.44985580444336","19.939266204833984","19.939266204833984","19.939266204833984"
"1024000","20.014507293701172","20.014507293701172","20.014507293701172","19.742624282836914","19.742624282836914","19.742624282836914","19.82650375366211","19.82650375366211","19.82650375366211","21.46436309814453","21.46436309814453","21.46436309814453","20.494216918945312","20.494216918945312","20.494216918945312","19.096210479736328","19.096210479736328","19.096210479736328"
"1036800","20.065031051635742","20.065031051635742","20.065031051635742","20.891050338745117","20.891050338745117","20.891050338745117","19.87712860107422","19.87712860107422","19.87712860107422","21.493724822998047","21.493724822998047","21.493724822998047","20.117904663085938","20.117904663085938","20.117904663085938","19.490854263305664","19.490854263305664","19.490854263305664"
"1049600","20.133752822875977","20.133752822875977","20.133752822875977","20.409975051879883","20.409975051879883","20.409975051879883","19.189638137817383","19.189638137817383","19.189638137817383","21.237396240234375","21.237396240234375","21.237396240234375","20.145950317382812","20.145950317382812","20.145950317382812","19.81768798828125","19.81768798828125","19.81768798828125"
"1062400","20.23377227783203","20.23377227783203","20.23377227783203","21.076215744018555","21.076215744018555","21.076215744018555","19.400814056396484","19.400814056396484","19.400814056396484","20.859102249145508","20.859102249145508","20.859102249145508","20.003957748413086","20.003957748413086","20.003957748413086","19.902753829956055","19.902753829956055","19.902753829956055"
"1075200","19.033531188964844","19.033531188964844","19.033531188964844","22.077035903930664","22.077035903930664","22.077035903930664","19.199373245239258","19.199373245239258","19.199373245239258","20.576753616333008","20.576753616333008","20.576753616333008","19.866844177246094","19.866844177246094","19.866844177246094","20.100006103515625","20.100006103515625","20.100006103515625"
"1088000","19.693632125854492","19.693632125854492","19.693632125854492","20.88050651550293","20.88050651550293","20.88050651550293","19.978347778320312","19.978347778320312","19.978347778320312","20.385784149169922","20.385784149169922","20.385784149169922","20.488704681396484","20.488704681396484","20.488704681396484","19.02798843383789","19.02798843383789","19.02798843383789"
"1100800","19.222394943237305","19.222394943237305","19.222394943237305","21.79096031188965","21.79096031188965","21.79096031188965","20.1185302734375","20.1185302734375","20.1185302734375","21.044382095336914","21.044382095336914","21.044382095336914","19.78862190246582","19.78862190246582","19.78862190246582","19.539813995361328","19.539813995361328","19.539813995361328"
"1113600","19.7565975189209","19.7565975189209","19.7565975189209","21.13591957092285","21.13591957092285","21.13591957092285","20.405353546142578","20.405353546142578","20.405353546142578","19.97951889038086","19.97951889038086","19.97951889038086","21.39739990234375","21.39739990234375","21.39739990234375","20.23702621459961","20.23702621459961","20.23702621459961"
"1126400","18.453418731689453","18.453418731689453","18.453418731689453","21.455034255981445","21.455034255981445","21.455034255981445","20.736719131469727","20.736719131469727","20.736719131469727","20.293216705322266","20.293216705322266","20.293216705322266","21.193098068237305","21.193098068237305","21.193098068237305","19.665353775024414","19.665353775024414","19.665353775024414"
"1139200","19.797901153564453","19.797901153564453","19.797901153564453","21.02855110168457","21.02855110168457","21.02855110168457","20.466548919677734","20.466548919677734","20.466548919677734","20.914167404174805","20.914167404174805","20.914167404174805","21.415607452392578","21.415607452392578","21.415607452392578","20.58888053894043","20.58888053894043","20.58888053894043"
"1152000","20.218242645263672","20.218242645263672","20.218242645263672","20.90650749206543","20.90650749206543","20.90650749206543","20.55819320678711","20.55819320678711","20.55819320678711","21.39002227783203","21.39002227783203","21.39002227783203","21.464319229125977","21.464319229125977","21.464319229125977","19.966018676757812","19.966018676757812","19.966018676757812"
"1164800","19.81895637512207","19.81895637512207","19.81895637512207","21.40615463256836","21.40615463256836","21.40615463256836","20.654321670532227","20.654321670532227","20.654321670532227","21.880937576293945","21.880937576293945","21.880937576293945","21.39923095703125","21.39923095703125","21.39923095703125","20.527511596679688","20.527511596679688","20.527511596679688"
"1177600","21.25312614440918","21.25312614440918","21.25312614440918","21.661502838134766","21.661502838134766","21.661502838134766","20.98768424987793","20.98768424987793","20.98768424987793","21.28786277770996","21.28786277770996","21.28786277770996","21.531892776489258","21.531892776489258","21.531892776489258","20.21896743774414","20.21896743774414","20.21896743774414"
"1190400","21.424726486206055","21.424726486206055","21.424726486206055","21.576757431030273","21.576757431030273","21.576757431030273","21.09375762939453","21.09375762939453","21.09375762939453","22.503684997558594","22.503684997558594","22.503684997558594","21.503711700439453","21.503711700439453","21.503711700439453","20.188987731933594","20.188987731933594","20.188987731933594"
"1203200","20.37929344177246","20.37929344177246","20.37929344177246","22.229196548461914","22.229196548461914","22.229196548461914","21.268468856811523","21.268468856811523","21.268468856811523","22.61732292175293","22.61732292175293","22.61732292175293","20.67462730407715","20.67462730407715","20.67462730407715","20.33824348449707","20.33824348449707","20.33824348449707"
"1216000","20.65424156188965","20.65424156188965","20.65424156188965","21.55347442626953","21.55347442626953","21.55347442626953","21.949575424194336","21.949575424194336","21.949575424194336","21.241025924682617","21.241025924682617","21.241025924682617","20.436275482177734","20.436275482177734","20.436275482177734","20.301544189453125","20.301544189453125","20.301544189453125"
"1228800","19.792682647705078","19.792682647705078","19.792682647705078","22.228857040405273","22.228857040405273","22.228857040405273","21.820756912231445","21.820756912231445","21.820756912231445","22.202302932739258","22.202302932739258","22.202302932739258","21.22283935546875","21.22283935546875","21.22283935546875","19.929147720336914","19.929147720336914","19.929147720336914"
"1241600","20.022741317749023","20.022741317749023","20.022741317749023","22.591899871826172","22.591899871826172","22.591899871826172","21.857093811035156","21.857093811035156","21.857093811035156","21.657543182373047","21.657543182373047","21.657543182373047","21.750341415405273","21.750341415405273","21.750341415405273","20.110544204711914","20.110544204711914","20.110544204711914"
"1254400","19.25323486328125","19.25323486328125","19.25323486328125","21.89240837097168","21.89240837097168","21.89240837097168","21.651521682739258","21.651521682739258","21.651521682739258","20.979188919067383","20.979188919067383","20.979188919067383","20.507736206054688","20.507736206054688","20.507736206054688","20.959383010864258","20.959383010864258","20.959383010864258"
"1267200","19.662109375","19.662109375","19.662109375","22.278207778930664","22.278207778930664","22.278207778930664","21.565214157104492","21.565214157104492","21.565214157104492","21.88433837890625","21.88433837890625","21.88433837890625","21.74957847595215","21.74957847595215","21.74957847595215","21.352855682373047","21.352855682373047","21.352855682373047"
"1280000","20.65715980529785","20.65715980529785","20.65715980529785","21.370773315429688","21.370773315429688","21.370773315429688","21.67824935913086","21.67824935913086","21.67824935913086","21.571365356445312","21.571365356445312","21.571365356445312","20.978973388671875","20.978973388671875","20.978973388671875","21.12572479248047","21.12572479248047","21.12572479248047"
"1292800","20.399799346923828","20.399799346923828","20.399799346923828","21.871746063232422","21.871746063232422","21.871746063232422","22.29468536376953","22.29468536376953","22.29468536376953","22.01887321472168","22.01887321472168","22.01887321472168","21.22264289855957","21.22264289855957","21.22264289855957","20.745710372924805","20.745710372924805","20.745710372924805"
"1305600","21.454864501953125","21.454864501953125","21.454864501953125","22.00547218322754","22.00547218322754","22.00547218322754","22.057138442993164","22.057138442993164","22.057138442993164","21.48365020751953","21.48365020751953","21.48365020751953","21.271089553833008","21.271089553833008","21.271089553833008","20.727092742919922","20.727092742919922","20.727092742919922"
"1318400","21.53852081298828","21.53852081298828","21.53852081298828","22.548612594604492","22.548612594604492","22.548612594604492","21.685794830322266","21.685794830322266","21.685794830322266","21.985820770263672","21.985820770263672","21.985820770263672","21.5955810546875","21.5955810546875","21.5955810546875","21.414745330810547","21.414745330810547","21.414745330810547"
"1331200","21.394392013549805","21.394392013549805","21.394392013549805","21.322187423706055","21.322187423706055","21.322187423706055","21.81604766845703","21.81604766845703","21.81604766845703","22.4217529296875","22.4217529296875","22.4217529296875","21.308452606201172","21.308452606201172","21.308452606201172","20.691057205200195","20.691057205200195","20.691057205200195"
"1344000","21.37876319885254","21.37876319885254","21.37876319885254","20.27033805847168","20.27033805847168","20.27033805847168","21.097118377685547","21.097118377685547","21.097118377685547","22.86052894592285","22.86052894592285","22.86052894592285","21.836597442626953","21.836597442626953","21.836597442626953","20.897972106933594","20.897972106933594","20.897972106933594"
"1356800","21.116363525390625","21.116363525390625","21.116363525390625","21.312196731567383","21.312196731567383","21.312196731567383","22.272314071655273","22.272314071655273","22.272314071655273","22.10773468017578","22.10773468017578","22.10773468017578","22.628971099853516","22.628971099853516","22.628971099853516","21.428739547729492","21.428739547729492","21.428739547729492"
"1369600","21.189838409423828","21.189838409423828","21.189838409423828","21.560436248779297","21.560436248779297","21.560436248779297","22.3133487701416","22.3133487701416","22.3133487701416","22.28169822692871","22.28169822692871","22.28169822692871","22.33370590209961","22.33370590209961","22.33370590209961","21.2307071685791","21.2307071685791","21.2307071685791"
"1382400","20.124244689941406","20.124244689941406","20.124244689941406","21.83580780029297","21.83580780029297","21.83580780029297","21.636341094970703","21.636341094970703","21.636341094970703","21.218067169189453","21.218067169189453","21.218067169189453","22.58111000061035","22.58111000061035","22.58111000061035","21.86163902282715","21.86163902282715","21.86163902282715"
"1395200","21.353614807128906","21.353614807128906","21.353614807128906","21.004077911376953","21.004077911376953","21.004077911376953","21.227962493896484","21.227962493896484","21.227962493896484","21.9918155670166","21.9918155670166","21.9918155670166","21.42775535583496","21.42775535583496","21.42775535583496","20.674894332885742","20.674894332885742","20.674894332885742"
"1408000","22.19255828857422","22.19255828857422","22.19255828857422","21.599763870239258","21.599763870239258","21.599763870239258","22.375831604003906","22.375831604003906","22.375831604003906","22.079164505004883","22.079164505004883","22.079164505004883","22.212791442871094","22.212791442871094","22.212791442871094","20.911283493041992","20.911283493041992","20.911283493041992"
"1420800","21.124757766723633","21.124757766723633","21.124757766723633","23.25288963317871","23.25288963317871","23.25288963317871","21.04209327697754","21.04209327697754","21.04209327697754","21.039785385131836","21.039785385131836","21.039785385131836","21.91947364807129","21.91947364807129","21.91947364807129","21.898279190063477","21.898279190063477","21.898279190063477"
"1433600","22.303695678710938","22.303695678710938","22.303695678710938","22.961040496826172","22.961040496826172","22.961040496826172","21.93181800842285","21.93181800842285","21.93181800842285","20.521451950073242","20.521451950073242","20.521451950073242","22.76716423034668","22.76716423034668","22.76716423034668","21.874353408813477","21.874353408813477","21.874353408813477"
"1446400","21.37950897216797","21.37950897216797","21.37950897216797","22.736167907714844","22.736167907714844","22.736167907714844","22.539634704589844","22.539634704589844","22.539634704589844","21.13785743713379","21.13785743713379","21.13785743713379","22.33536720275879","22.33536720275879","22.33536720275879","21.8662109375","21.8662109375","21.8662109375"
"1459200","21.906492233276367","21.906492233276367","21.906492233276367","23.085540771484375","23.085540771484375","23.085540771484375","22.139406204223633","22.139406204223633","22.139406204223633","22.839433670043945","22.839433670043945","22.839433670043945","22.56855010986328","22.56855010986328","22.56855010986328","22.195119857788086","22.195119857788086","22.195119857788086"
"1472000","21.667373657226562","21.667373657226562","21.667373657226562","23.172945022583008","23.172945022583008","23.172945022583008","21.988954544067383","21.988954544067383","21.988954544067383","21.571186065673828","21.571186065673828","21.571186065673828","22.8429012298584","22.8429012298584","22.8429012298584","21.943178176879883","21.943178176879883","21.943178176879883"
"1484800","21.80992317199707","21.80992317199707","21.80992317199707","22.619216918945312","22.619216918945312","22.619216918945312","21.366682052612305","21.366682052612305","21.366682052612305","22.921361923217773","22.921361923217773","22.921361923217773","20.653921127319336","20.653921127319336","20.653921127319336","21.57479476928711","21.57479476928711","21.57479476928711"
"1497600","21.848983764648438","21.848983764648438","21.848983764648438","22.617719650268555","22.617719650268555","22.617719650268555","21.624326705932617","21.624326705932617","21.624326705932617","21.643285751342773","21.643285751342773","21.643285751342773","21.971403121948242","21.971403121948242","21.971403121948242","21.332834243774414","21.332834243774414","21.332834243774414"
"1510400","21.349655151367188","21.349655151367188","21.349655151367188","22.856842041015625","22.856842041015625","22.856842041015625","21.98934555053711","21.98934555053711","21.98934555053711","22.453744888305664","22.453744888305664","22.453744888305664","22.48758316040039","22.48758316040039","22.48758316040039","22.51268196105957","22.51268196105957","22.51268196105957"
"1523200","21.54002571105957","21.54002571105957","21.54002571105957","22.07324981689453","22.07324981689453","22.07324981689453","22.29910659790039","22.29910659790039","22.29910659790039","22.302127838134766","22.302127838134766","22.302127838134766","22.893054962158203","22.893054962158203","22.893054962158203","22.420982360839844","22.420982360839844","22.420982360839844"
"1536000","21.486164093017578","21.486164093017578","21.486164093017578","21.90095329284668","21.90095329284668","21.90095329284668","22.85184669494629","22.85184669494629","22.85184669494629","22.90576171875","22.90576171875","22.90576171875","22.340805053710938","22.340805053710938","22.340805053710938","21.384700775146484","21.384700775146484","21.384700775146484"
"1548800","21.618600845336914","21.618600845336914","21.618600845336914","22.637474060058594","22.637474060058594","22.637474060058594","22.623016357421875","22.623016357421875","22.623016357421875","22.499771118164062","22.499771118164062","22.499771118164062","21.992855072021484","21.992855072021484","21.992855072021484","22.69478416442871","22.69478416442871","22.69478416442871"
"1561600","21.490882873535156","21.490882873535156","21.490882873535156","22.692411422729492","22.692411422729492","22.692411422729492","21.79109001159668","21.79109001159668","21.79109001159668","23.04590606689453","23.04590606689453","23.04590606689453","21.6112060546875","21.6112060546875","21.6112060546875","22.286649703979492","22.286649703979492","22.286649703979492"
"1574400","21.621959686279297","21.621959686279297","21.621959686279297","21.660797119140625","21.660797119140625","21.660797119140625","21.796180725097656","21.796180725097656","21.796180725097656","23.273807525634766","23.273807525634766","23.273807525634766","22.793664932250977","22.793664932250977","22.793664932250977","22.509275436401367","22.509275436401367","22.509275436401367"
"1587200","22.128398895263672","22.128398895263672","22.128398895263672","21.5728816986084","21.5728816986084","21.5728816986084","22.295246124267578","22.295246124267578","22.295246124267578","22.211816787719727","22.211816787719727","22.211816787719727","21.473800659179688","21.473800659179688","21.473800659179688","22.66998863220215","22.66998863220215","22.66998863220215"
"1600000","22.56696128845215","22.56696128845215","22.56696128845215","22.446868896484375","22.446868896484375","22.446868896484375","22.33856773376465","22.33856773376465","22.33856773376465","22.699682235717773","22.699682235717773","22.699682235717773","21.187271118164062","21.187271118164062","21.187271118164062","23.13125228881836","23.13125228881836","23.13125228881836"
"1612800","22.12592315673828","22.12592315673828","22.12592315673828","21.68906021118164","21.68906021118164","21.68906021118164","22.72694206237793","22.72694206237793","22.72694206237793","22.672842025756836","22.672842025756836","22.672842025756836","21.94181251525879","21.94181251525879","21.94181251525879","23.16474723815918","23.16474723815918","23.16474723815918"
"1625600","22.244953155517578","22.244953155517578","22.244953155517578","21.39857292175293","21.39857292175293","21.39857292175293","22.9769229888916","22.9769229888916","22.9769229888916","22.879316329956055","22.879316329956055","22.879316329956055","22.42392349243164","22.42392349243164","22.42392349243164","22.712688446044922","22.712688446044922","22.712688446044922"
"1638400","22.849361419677734","22.849361419677734","22.849361419677734","22.650550842285156","22.650550842285156","22.650550842285156","22.81297492980957","22.81297492980957","22.81297492980957","23.45167350769043","23.45167350769043","23.45167350769043","23.15501594543457","23.15501594543457","23.15501594543457","22.76179313659668","22.76179313659668","22.76179313659668"
"1651200","22.34566879272461","22.34566879272461","22.34566879272461","22.298372268676758","22.298372268676758","22.298372268676758","22.720457077026367","22.720457077026367","22.720457077026367","22.62213134765625","22.62213134765625","22.62213134765625","22.823772430419922","22.823772430419922","22.823772430419922","22.62107276916504","22.62107276916504","22.62107276916504"
"1664000","22.349679946899414","22.349679946899414","22.349679946899414","22.74431610107422","22.74431610107422","22.74431610107422","22.10565185546875","22.10565185546875","22.10565185546875","22.732406616210938","22.732406616210938","22.732406616210938","22.96308708190918","22.96308708190918","22.96308708190918","23.29031753540039","23.29031753540039","23.29031753540039"
"1676800","22.735239028930664","22.735239028930664","22.735239028930664","22.713180541992188","22.713180541992188","22.713180541992188","22.253705978393555","22.253705978393555","22.253705978393555","22.787954330444336","22.787954330444336","22.787954330444336","23.374422073364258","23.374422073364258","23.374422073364258","22.29798698425293","22.29798698425293","22.29798698425293"
"1689600","22.801834106445312","22.801834106445312","22.801834106445312","21.29799461364746","21.29799461364746","21.29799461364746","22.40080451965332","22.40080451965332","22.40080451965332","23.567031860351562","23.567031860351562","23.567031860351562","22.950313568115234","22.950313568115234","22.950313568115234","21.589509963989258","21.589509963989258","21.589509963989258"
"1702400","22.7919921875","22.7919921875","22.7919921875","21.5075740814209","21.5075740814209","21.5075740814209","21.930648803710938","21.930648803710938","21.930648803710938","23.199499130249023","23.199499130249023","23.199499130249023","21.666181564331055","21.666181564331055","21.666181564331055","22.390491485595703","22.390491485595703","22.390491485595703"
"1715200","22.50297737121582","22.50297737121582","22.50297737121582","20.543577194213867","20.543577194213867","20.543577194213867","22.15749740600586","22.15749740600586","22.15749740600586","22.575979232788086","22.575979232788086","22.575979232788086","22.01909065246582","22.01909065246582","22.01909065246582","22.243282318115234","22.243282318115234","22.243282318115234"
"1728000","22.613279342651367","22.613279342651367","22.613279342651367","21.854433059692383","21.854433059692383","21.854433059692383","22.164981842041016","22.164981842041016","22.164981842041016","21.794597625732422","21.794597625732422","21.794597625732422","23.3900089263916","23.3900089263916","23.3900089263916","22.317230224609375","22.317230224609375","22.317230224609375"
"1740800","22.8953800201416","22.8953800201416","22.8953800201416","22.632970809936523","22.632970809936523","22.632970809936523","22.141916275024414","22.141916275024414","22.141916275024414","21.479354858398438","21.479354858398438","21.479354858398438","22.64192771911621","22.64192771911621","22.64192771911621","22.708616256713867","22.708616256713867","22.708616256713867"
"1753600","23.421737670898438","23.421737670898438","23.421737670898438","21.96994400024414","21.96994400024414","21.96994400024414","22.526174545288086","22.526174545288086","22.526174545288086","21.193805694580078","21.193805694580078","21.193805694580078","22.145477294921875","22.145477294921875","22.145477294921875","23.04985237121582","23.04985237121582","23.04985237121582"
"1766400","22.741451263427734","22.741451263427734","22.741451263427734","21.181011199951172","21.181011199951172","21.181011199951172","22.596101760864258","22.596101760864258","22.596101760864258","20.962881088256836","20.962881088256836","20.962881088256836","22.37424659729004","22.37424659729004","22.37424659729004","21.963382720947266","21.963382720947266","21.963382720947266"
"1779200","22.533809661865234","22.533809661865234","22.533809661865234","23.23762321472168","23.23762321472168","23.23762321472168","22.277446746826172","22.277446746826172","22.277446746826172","22.32091522216797","22.32091522216797","22.32091522216797","22.48592758178711","22.48592758178711","22.48592758178711","22.649187088012695","22.649187088012695","22.649187088012695"
"1792000","20.600893020629883","20.600893020629883","20.600893020629883","22.518409729003906","22.518409729003906","22.518409729003906","22.984821319580078","22.984821319580078","22.984821319580078","22.94820213317871","22.94820213317871","22.94820213317871","22.731075286865234","22.731075286865234","22.731075286865234","23.374910354614258","23.374910354614258","23.374910354614258"
"1804800","21.281349182128906","21.281349182128906","21.281349182128906","21.19095230102539","21.19095230102539","21.19095230102539","22.297988891601562","22.297988891601562","22.297988891601562","21.249963760375977","21.249963760375977","21.249963760375977","22.71737289428711","22.71737289428711","22.71737289428711","22.937923431396484","22.937923431396484","22.937923431396484"
"1817600","22.340524673461914","22.340524673461914","22.340524673461914","20.699703216552734","20.699703216552734","20.699703216552734","22.284303665161133","22.284303665161133","22.284303665161133","22.789722442626953","22.789722442626953","22.789722442626953","23.267297744750977","23.267297744750977","23.267297744750977","22.389978408813477","22.389978408813477","22.389978408813477"
"1830400","22.589017868041992","22.589017868041992","22.589017868041992","22.06638526916504","22.06638526916504","22.06638526916504","22.02479362487793","22.02479362487793","22.02479362487793","23.291690826416016","23.291690826416016","23.291690826416016","23.524919509887695","23.524919509887695","23.524919509887695","21.69210433959961","21.69210433959961","21.69210433959961"
"1843200","22.761470794677734","22.761470794677734","22.761470794677734","22.013290405273438","22.013290405273438","22.013290405273438","20.60455322265625","20.60455322265625","20.60455322265625","23.715232849121094","23.715232849121094","23.715232849121094","23.135372161865234","23.135372161865234","23.135372161865234","22.44492530822754","22.44492530822754","22.44492530822754"
"1856000","22.950702667236328","22.950702667236328","22.950702667236328","22.65371322631836","22.65371322631836","22.65371322631836","21.770915985107422","21.770915985107422","21.770915985107422","23.34514808654785","23.34514808654785","23.34514808654785","23.11742401123047","23.11742401123047","23.11742401123047","23.131378173828125","23.131378173828125","23.131378173828125"
"1868800","22.79109764099121","22.79109764099121","22.79109764099121","22.923540115356445","22.923540115356445","22.923540115356445","22.917570114135742","22.917570114135742","22.917570114135742","23.629432678222656","23.629432678222656","23.629432678222656","23.038293838500977","23.038293838500977","23.038293838500977","22.962337493896484","22.962337493896484","22.962337493896484"
"1881600","22.797292709350586","22.797292709350586","22.797292709350586","22.296871185302734","22.296871185302734","22.296871185302734","22.495101928710938","22.495101928710938","22.495101928710938","23.60024642944336","23.60024642944336","23.60024642944336","23.42129135131836","23.42129135131836","23.42129135131836","21.746191024780273","21.746191024780273","21.746191024780273"
"1894400","21.90778160095215","21.90778160095215","21.90778160095215","23.29140853881836","23.29140853881836","23.29140853881836","22.91362190246582","22.91362190246582","22.91362190246582","23.659696578979492","23.659696578979492","23.659696578979492","22.985198974609375","22.985198974609375","22.985198974609375","22.34092140197754","22.34092140197754","22.34092140197754"
"1907200","22.97028923034668","22.97028923034668","22.97028923034668","22.893741607666016","22.893741607666016","22.893741607666016","22.463411331176758","22.463411331176758","22.463411331176758","23.209714889526367","23.209714889526367","23.209714889526367","23.064607620239258","23.064607620239258","23.064607620239258","22.539485931396484","22.539485931396484","22.539485931396484"
"1920000","22.622678756713867","22.622678756713867","22.622678756713867","21.608352661132812","21.608352661132812","21.608352661132812","22.78752899169922","22.78752899169922","22.78752899169922","23.920026779174805","23.920026779174805","23.920026779174805","23.37188148498535","23.37188148498535","23.37188148498535","22.20009422302246","22.20009422302246","22.20009422302246"
"1932800","22.632030487060547","22.632030487060547","22.632030487060547","21.426040649414062","21.426040649414062","21.426040649414062","22.607126235961914","22.607126235961914","22.607126235961914","23.764856338500977","23.764856338500977","23.764856338500977","23.067596435546875","23.067596435546875","23.067596435546875","22.393966674804688","22.393966674804688","22.393966674804688"
"1945600","22.359214782714844","22.359214782714844","22.359214782714844","22.458066940307617","22.458066940307617","22.458066940307617","22.340972900390625","22.340972900390625","22.340972900390625","23.290035247802734","23.290035247802734","23.290035247802734","24.003616333007812","24.003616333007812","24.003616333007812","22.11269760131836","22.11269760131836","22.11269760131836"
"1958400","22.451509475708008","22.451509475708008","22.451509475708008","21.80335235595703","21.80335235595703","21.80335235595703","21.99170684814453","21.99170684814453","21.99170684814453","23.531230926513672","23.531230926513672","23.531230926513672","22.371204376220703","22.371204376220703","22.371204376220703","21.82797622680664","21.82797622680664","21.82797622680664"
"1971200","22.8798885345459","22.8798885345459","22.8798885345459","22.62755584716797","22.62755584716797","22.62755584716797","21.488418579101562","21.488418579101562","21.488418579101562","23.25689697265625","23.25689697265625","23.25689697265625","23.51473045349121","23.51473045349121","23.51473045349121","22.03327178955078","22.03327178955078","22.03327178955078"
"1984000","24.01030731201172","24.01030731201172","24.01030731201172","22.396528244018555","22.396528244018555","22.396528244018555","21.505508422851562","21.505508422851562","21.505508422851562","23.454023361206055","23.454023361206055","23.454023361206055","22.420574188232422","22.420574188232422","22.420574188232422","21.875398635864258","21.875398635864258","21.875398635864258"
"1996800","23.512903213500977","23.512903213500977","23.512903213500977","23.602846145629883","23.602846145629883","23.602846145629883","23.311424255371094","23.311424255371094","23.311424255371094","22.971139907836914","22.971139907836914","22.971139907836914","21.641033172607422","21.641033172607422","21.641033172607422","22.264902114868164","22.264902114868164","22.264902114868164"
"2009600","23.032861709594727","23.032861709594727","23.032861709594727","23.202085494995117","23.202085494995117","23.202085494995117","22.28074836730957","22.28074836730957","22.28074836730957","22.13236427307129","22.13236427307129","22.13236427307129","23.0527400970459","23.0527400970459","23.0527400970459","21.850475311279297","21.850475311279297","21.850475311279297"
"2022400","23.163576126098633","23.163576126098633","23.163576126098633","22.655933380126953","22.655933380126953","22.655933380126953","21.6634464263916","21.6634464263916","21.6634464263916","23.115936279296875","23.115936279296875","23.115936279296875","22.973644256591797","22.973644256591797","22.973644256591797","22.663654327392578","22.663654327392578","22.663654327392578"
"2035200","22.87653160095215","22.87653160095215","22.87653160095215","21.810665130615234","21.810665130615234","21.810665130615234","21.93598747253418","21.93598747253418","21.93598747253418","21.82906150817871","21.82906150817871","21.82906150817871","21.206708908081055","21.206708908081055","21.206708908081055","22.588354110717773","22.588354110717773","22.588354110717773"
"2048000","22.958515167236328","22.958515167236328","22.958515167236328","22.14301300048828","22.14301300048828","22.14301300048828","22.521648406982422","22.521648406982422","22.521648406982422","22.74562644958496","22.74562644958496","22.74562644958496","22.093996047973633","22.093996047973633","22.093996047973633","22.852907180786133","22.852907180786133","22.852907180786133"
"2060800","20.824445724487305","20.824445724487305","20.824445724487305","22.94835662841797","22.94835662841797","22.94835662841797","22.242782592773438","22.242782592773438","22.242782592773438","24.08293342590332","24.08293342590332","24.08293342590332","22.512537002563477","22.512537002563477","22.512537002563477","23.55857276916504","23.55857276916504","23.55857276916504"
"2073600","19.912641525268555","19.912641525268555","19.912641525268555","23.081167221069336","23.081167221069336","23.081167221069336","21.729883193969727","21.729883193969727","21.729883193969727","23.211212158203125","23.211212158203125","23.211212158203125","22.29183578491211","22.29183578491211","22.29183578491211","23.334362030029297","23.334362030029297","23.334362030029297"
"2086400","16.3828125","16.3828125","16.3828125","22.3665828704834","22.3665828704834","22.3665828704834","21.34901237487793","21.34901237487793","21.34901237487793","23.510459899902344","23.510459899902344","23.510459899902344","22.90740394592285","22.90740394592285","22.90740394592285","22.704769134521484","22.704769134521484","22.704769134521484"
"2099200","17.702470779418945","17.702470779418945","17.702470779418945","22.59087371826172","22.59087371826172","22.59087371826172","21.828371047973633","21.828371047973633","21.828371047973633","22.584148406982422","22.584148406982422","22.584148406982422","23.518327713012695","23.518327713012695","23.518327713012695","23.070634841918945","23.070634841918945","23.070634841918945"
